name,Brand_name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Maruti Wagon R LXI Minor,Maruti,2010,100000,80000,Petrol,Individual,Manual,Second Owner
Maruti Alto 800 VXI,Maruti,2017,282000,20000,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta (o),Hyundai,2009,300000,50000,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta,Hyundai,2010,270000,110000,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX CRDi (O),Hyundai,2013,550000,29000,Diesel,Individual,Manual,First Owner
Mahindra Xylo D2 BSIV,Mahindra,2013,450000,120000,Diesel,Individual,Manual,First Owner
Mahindra Bolero SLX 2WD BSIII,Mahindra,2011,430000,70000,Diesel,Individual,Manual,Second Owner
Maruti Ertiga VXI ABS,Maruti,2013,350000,40000,Petrol,Individual,Manual,First Owner
Honda Brio 1.2 E MT,Honda,2017,350000,20000,Petrol,Individual,Manual,First Owner
Toyota Etios Liva G,Toyota,2013,229999,50000,Petrol,Individual,Manual,Second Owner
Maruti Alto 800 LXI,Maruti,2013,110000,50000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire 1.2 Vxi BSIV,Maruti,2012,395000,49000,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,Mahindra,2011,650000,70000,Diesel,Individual,Automatic,Second Owner
Mahindra Bolero SLX,Mahindra,2011,350000,90000,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W11 Option AWD,Mahindra,2020,1400000,25000,Diesel,Dealer,Manual,First Owner
Tata Tiago 1.2 Revotron XZ,Tata,2018,360000,4000,Petrol,Individual,Manual,First Owner
Mahindra Marazzo M8 8Str,Mahindra,2018,1300000,10000,Diesel,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxL,Renault,2015,800000,15000,Diesel,Individual,Manual,First Owner
Hyundai EON Magna Plus,Hyundai,2018,229999,30000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI,Maruti,2014,315000,41000,Petrol,Dealer,Manual,First Owner
Chevrolet Spark 1.0 LT,Chevrolet,2012,125000,28000,Petrol,Individual,Manual,First Owner
Maruti Baleno Alpha,Maruti,2019,700000,16000,Petrol,Individual,Manual,First Owner
Hyundai EON 1.0 Kappa Magna Plus,Hyundai,2015,160000,70000,Petrol,Individual,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Trend,Ford,2017,530000,10832,Petrol,Dealer,Manual,First Owner
Ford Figo Aspire Facelift,Ford,2018,624000,14681,Diesel,Dealer,Manual,First Owner
Hyundai i10 Era,Hyundai,2009,250000,50000,Petrol,Individual,Manual,First Owner
Mahindra Bolero SLX,Mahindra,2016,585000,51000,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.4 VTVT,Hyundai,2015,500000,25000,Petrol,Individual,Manual,First Owner
Chevrolet Sail 1.2 LT ABS,Chevrolet,2014,350000,30000,Petrol,Individual,Manual,First Owner
Honda City i-DTEC SV,Honda,2014,495000,80000,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,2017,500000,50000,Petrol,Individual,Manual,First Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,Mahindra,2015,430000,200000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz Option,Hyundai,2013,345000,44000,Petrol,Dealer,Manual,First Owner
Maruti Baleno Sigma 1.2,Maruti,2015,500000,10000,Petrol,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XZ,Tata,2019,425000,19600,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI,Maruti,2005,80000,40000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LS,Chevrolet,2011,106000,50000,Diesel,Individual,Manual,First Owner
Maruti A-Star Vxi,Maruti,2009,180000,46730,Petrol,Individual,Manual,First Owner
Datsun GO A,Datsun,2015,250000,40000,Petrol,Individual,Manual,Second Owner
Skoda Yeti Ambition 4WD,Skoda,2011,350000,80000,Diesel,Individual,Manual,First Owner
Maruti Zen LXi BSII,Maruti,2002,60000,80000,Petrol,Individual,Manual,Second Owner
Hyundai Verna CRDi 1.6 EX,Hyundai,2018,900000,24000,Diesel,Individual,Manual,First Owner
Ford Aspire Titanium Diesel BSIV,Ford,2017,700000,21170,Diesel,Dealer,Manual,First Owner
BMW 3 Series 320d Sport,BMW,2013,2000000,167223,Diesel,Dealer,Automatic,First Owner
Maruti Ertiga SHVS ZDI Plus,Maruti,2017,1000000,40000,Diesel,Individual,Manual,First Owner
BMW X1 sDrive 20d Exclusive,BMW,2011,1375000,60000,Diesel,Individual,Automatic,First Owner
Toyota Innova Crysta 2.4 VX MT,Toyota,2016,1800000,141440,Diesel,Dealer,Manual,First Owner
Chevrolet Tavera Neo 3 10 Seats BSIV,Chevrolet,2007,160000,120000,Diesel,Individual,Manual,Third Owner
Mitsubishi Outlander 2.4,Mitsubishi,2012,525000,140000,Petrol,Individual,Automatic,First Owner
Mahindra XUV500 W8 2WD,Mahindra,2012,850000,212814,Diesel,Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,Maruti,2019,800000,30000,Diesel,Individual,Manual,First Owner
Ford Figo Aspire 1.5 TDCi Titanium,Ford,2017,700000,88635,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2018,800000,25000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Spotz,Hyundai,2017,575000,20000,Petrol,Individual,Manual,Second Owner
Renault Duster 110PS Diesel RxZ,Renault,2012,350000,110000,Diesel,Individual,Manual,Second Owner
Maruti Swift Vdi BSIII,Maruti,2008,250000,120000,Diesel,Individual,Manual,Third Owner
Ford Endeavour Titanium 4X2,Ford,2011,600000,149674,Diesel,Dealer,Manual,Second Owner
Mahindra Scorpio 2.6 Turbo 9 Str,Mahindra,2007,370000,100000,Diesel,Individual,Manual,Third Owner
Maruti Baleno Vxi,Maruti,2006,80000,120000,Petrol,Individual,Manual,Third Owner
Tata Indica DLX,Tata,2003,50000,120000,Diesel,Individual,Manual,Second Owner
Hyundai Verna CRDi 1.6 EX,Hyundai,2018,900000,25000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,Maruti,2014,300000,35000,Petrol,Individual,Manual,Second Owner
Tata Indica LSI,Tata,2002,125000,40000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2015,490000,60000,Diesel,Individual,Manual,Second Owner
Toyota Etios Liva GD,Toyota,2012,300000,50000,Diesel,Individual,Manual,Second Owner
Tata Nano STD,Tata,2013,55000,25000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai Grand i10 Sportz,Hyundai,2016,350000,25000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Asta,Hyundai,2019,755000,8000,Diesel,Individual,Manual,First Owner
Maruti Ertiga SHVS VDI,Maruti,2017,720000,60000,Diesel,Individual,Manual,First Owner
Mahindra Bolero SLX,Mahindra,2006,229999,200000,Diesel,Individual,Manual,Third Owner
Mahindra Scorpio S7 140 BSIV,Mahindra,2018,1100000,20000,Diesel,Individual,Manual,First Owner
Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,2013,400000,100000,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi Base,Hyundai,2015,350000,70000,Diesel,Individual,Manual,Second Owner
Chevrolet Beat Diesel PS,Chevrolet,2012,159000,68000,Diesel,Dealer,Manual,First Owner
Maruti Swift ZXi BSIV,Maruti,2017,550000,38000,Petrol,Dealer,Manual,First Owner
Maruti Ritz VDi,Maruti,2013,335000,80000,Diesel,Dealer,Manual,First Owner
Tata Indigo CS Emax CNG GLX,Tata,2014,185000,72000,CNG,Dealer,Manual,First Owner
Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,2012,229999,75000,CNG,Dealer,Manual,First Owner
Maruti Estilo LXI,Maruti,2014,225000,43000,Petrol,Dealer,Manual,First Owner
Maruti Swift VXI with ABS,Maruti,2007,250000,120000,Petrol,Individual,Manual,Second Owner
Tata Zest Quadrajet 1.3 XM,Tata,2015,400000,100000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2014,470000,163000,Diesel,Individual,Manual,First Owner
Maruti Alto K10 VXI AGS Optional,Maruti,2018,300000,25000,Petrol,Individual,Automatic,First Owner
Maruti Alto LX,Maruti,2011,145000,25000,Petrol,Individual,Manual,First Owner
Maruti SX4 Vxi BSIII,Maruti,2007,100000,90000,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio SLE BSIV,Mahindra,2014,500000,70000,Diesel,Individual,Manual,Second Owner
Hyundai Santro Xing GLS CNG,Hyundai,2010,130000,98000,CNG,Individual,Manual,Second Owner
Chevrolet Cruze LTZ,Chevrolet,2010,240000,81925,Diesel,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,Ford,2013,150000,80000,Diesel,Individual,Manual,Second Owner
Renault KWID RXT Optional,Renault,2017,270000,40000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2014,400000,90000,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,Hyundai,2012,200000,46000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,Mahindra,2012,550000,80000,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,Renault,2018,325000,35000,Petrol,Individual,Manual,First Owner
Skoda Rapid 1.5 TDI AT Style BSIV,Skoda,2017,860000,82080,Diesel,Individual,Automatic,First Owner
Mahindra XUV500 W8 2WD,Mahindra,2012,600000,200000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0,Chevrolet,2009,125000,70000,Petrol,Individual,Manual,First Owner
Maruti 800 AC,Maruti,2000,60000,40000,Petrol,Individual,Manual,Third Owner
Chevrolet Tavera Neo 3 10 Seats BSIV,Chevrolet,2010,300000,120000,Diesel,Individual,Manual,Third Owner
Ford Fiesta 1.6 ZXi Duratec,Ford,2007,190000,60000,Petrol,Individual,Manual,Third Owner
Maruti Ertiga VDI,Maruti,2013,400000,110000,Diesel,Individual,Manual,First Owner
Tata Manza Aura Quadrajet BS IV,Tata,2011,260000,97000,Diesel,Individual,Manual,Second Owner
Maruti Swift VVT VXI,Maruti,2017,400000,30000,Petrol,Individual,Manual,First Owner
Hyundai i20 Sportz Petrol,Hyundai,2010,250000,40000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,2019,600000,10000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo VXI BSIV,Maruti,2010,175000,52047,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2011,450000,200000,Diesel,Individual,Manual,Third Owner
Tata Tiago 1.2 Revotron XZA,Tata,2019,350000,15000,Petrol,Individual,Automatic,Second Owner
Maruti Vitara Brezza ZDi,Maruti,2018,800000,50000,Diesel,Individual,Manual,First Owner
Maruti Swift VXI BSIII,Maruti,2011,250000,70000,Petrol,Individual,Manual,Second Owner
Maruti Swift VXI BSIV,Maruti,2019,600000,10000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2017,600000,90000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,Maruti,2016,130000,40000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI,Maruti,2006,90000,62009,Petrol,Individual,Manual,Second Owner
Hyundai i20 Active 1.2 S,Hyundai,2017,595000,33100,Petrol,Individual,Manual,Second Owner
Hyundai EON Era Plus,Hyundai,2014,190000,40000,Petrol,Individual,Manual,Second Owner
Hyundai Santro GLS I - Euro I,Hyundai,1999,50000,120000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,Maruti,2007,95000,80000,Petrol,Individual,Manual,First Owner
Tata Safari Storme VX,Tata,2016,1000000,70000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio REV 116,Mahindra,2006,220000,220000,Petrol,Individual,Manual,Second Owner
Mahindra Bolero SLX,Mahindra,2010,400000,50000,Diesel,Individual,Manual,First Owner
Datsun GO Plus A,Datsun,2015,315000,45000,Petrol,Individual,Manual,Second Owner
Toyota Fortuner 4x4 MT,Toyota,2014,1000000,110000,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,Ford,2014,500000,49000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W11 AT BSIV,Mahindra,2018,1600000,35000,Diesel,Individual,Automatic,First Owner
Mahindra Supro VX 8 Str,Mahindra,2017,500000,160000,Diesel,Individual,Manual,First Owner
Maruti Alto LX,Maruti,2007,70000,180000,Petrol,Individual,Manual,Third Owner
Maruti 800 AC,Maruti,2007,105000,60000,Petrol,Individual,Manual,Second Owner
Ford Endeavour 2.5L 4X2 MT,Ford,2008,400000,110000,Diesel,Individual,Manual,Third Owner
Maruti Wagon R LXI,Maruti,2004,80000,60000,Petrol,Individual,Manual,Third Owner
Maruti Alto 800 VXI,Maruti,2016,300000,30000,Petrol,Individual,Manual,First Owner
Mahindra KUV 100 D75 K2,Mahindra,2017,409999,40000,Diesel,Individual,Manual,First Owner
Maruti Swift Glam,Maruti,2009,250000,70000,Petrol,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,Tata,2010,250000,120000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,Maruti,2012,215000,80000,Diesel,Individual,Manual,Third Owner
Toyota Fortuner 4x4 MT,Toyota,2015,1400000,120000,Diesel,Individual,Manual,First Owner
Honda Brio 1.2 VX MT,Honda,2018,475000,20000,Petrol,Individual,Manual,First Owner
Honda Brio 1.2 VX MT,Honda,2018,475000,22000,Petrol,Individual,Manual,First Owner
Chevrolet Spark 1.0 LS,Chevrolet,2008,75000,35000,Petrol,Individual,Manual,Second Owner
Chevrolet Sail Hatchback LS ABS,Chevrolet,2013,200000,120000,Diesel,Individual,Manual,Second Owner
Tata Tiago NRG Petrol,Tata,2019,575000,8000,Petrol,Individual,Manual,First Owner
Maruti Ritz VDi,Maruti,2011,150000,40000,Diesel,Individual,Manual,Second Owner
Maruti Vitara Brezza ZDi Plus,Maruti,2018,850000,10000,Diesel,Individual,Manual,First Owner
Hyundai Santro Era,Hyundai,2019,350000,30000,Petrol,Individual,Manual,First Owner
Ford Endeavour 2.5L 4X2 MT,Ford,2011,550000,54000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.4 VTVT,Hyundai,2017,330000,80577,Petrol,Individual,Manual,First Owner
Honda City i-DTEC V,Honda,2017,1044999,25000,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 CRDI,Hyundai,2011,300000,127500,Diesel,Individual,Manual,Second Owner
Hyundai EON D Lite Plus,Hyundai,2015,235000,40903,Petrol,Dealer,Manual,First Owner
Ford Figo Petrol Titanium,Ford,2011,120000,60000,Petrol,Individual,Manual,Third Owner
Maruti Wagon R VXI,Maruti,2004,130000,46000,Petrol,Individual,Manual,First Owner
Ford Endeavour 4x4 XLT,Ford,2004,275000,22288,Diesel,Dealer,Manual,Second Owner
Volkswagen Jetta 2.0 TDI Trendline,Volkswagen,2011,270000,180000,Diesel,Individual,Manual,Second Owner
Volkswagen Polo 1.5 TDI Highline,Volkswagen,2015,500000,30000,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 Sportz,Hyundai,2015,400000,61690,Petrol,Dealer,Manual,First Owner
Hyundai i20 Asta 1.2,Hyundai,2015,600000,64484,Petrol,Dealer,Manual,First Owner
Audi Q5 2.0 TDI,Audi,2012,1350000,90000,Diesel,Individual,Automatic,Second Owner
Renault Duster 85PS Diesel RxE,Renault,2013,400000,75976,Diesel,Dealer,Manual,Second Owner
Ford Figo Diesel Titanium,Ford,2011,220000,70000,Diesel,Individual,Manual,Second Owner
Honda Brio E MT,Honda,2012,300000,85962,Petrol,Dealer,Manual,Second Owner
Maruti Omni E MPI STD BS IV,Maruti,2018,250000,120000,Petrol,Individual,Manual,First Owner
Honda Mobilio V i DTEC,Honda,2015,600000,120000,Diesel,Individual,Manual,First Owner
Honda Brio S Option AT,Honda,2012,285000,75000,Petrol,Individual,Automatic,Second Owner
Honda Accord 2.4 MT,Honda,2009,350000,57035,Petrol,Dealer,Manual,First Owner
Mahindra Bolero SLX,Mahindra,2011,170000,70000,Diesel,Individual,Manual,Third Owner
Ford Figo 1.2P Ambiente MT,Ford,2015,229999,45000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,Mahindra,2013,500000,72104,Diesel,Dealer,Manual,Second Owner
Tata Nano Lx,Tata,2011,75000,15000,Petrol,Individual,Manual,First Owner
Hyundai i20 Active 1.2 SX,Hyundai,2016,600000,30000,Petrol,Individual,Manual,First Owner
Tata Indigo LS Dicor,Tata,2011,220000,80000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,Tata,2009,150000,164000,Diesel,Individual,Manual,Second Owner
Maruti Alto LX,Maruti,2006,65000,124439,Petrol,Individual,Manual,Second Owner
Maruti Zen VXI,Maruti,2006,120000,77000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,Maruti,2014,240000,90000,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,Renault,2017,390000,30000,Petrol,Individual,Manual,First Owner
Chevrolet Beat LS,Chevrolet,2012,180000,50000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,Maruti,2012,320000,80000,Diesel,Individual,Manual,Second Owner
Maruti Alto 800 LXI,Maruti,2018,310000,5000,Petrol,Individual,Manual,First Owner
Maruti Wagon R AMT VXI,Maruti,2018,420000,24000,Petrol,Individual,Automatic,First Owner
Tata Tiago NRG Petrol,Tata,2019,550000,10000,Petrol,Individual,Manual,First Owner
Maruti Ertiga SHVS VDI,Maruti,2016,550000,78000,Diesel,Individual,Manual,Third Owner
Mahindra TUV 300 T4 Plus,Mahindra,2018,760000,50000,Diesel,Individual,Manual,First Owner
Maruti 800 AC BSII,Maruti,2001,43000,100000,Petrol,Individual,Manual,Second Owner
Maruti Omni MPI STD BSIV,Maruti,2018,250000,20000,Petrol,Individual,Manual,First Owner
Hyundai Santro Magna BSIV,Hyundai,2019,500000,1250,Petrol,Individual,Manual,First Owner
Tata Zest Revotron 1.2 XT,Tata,2015,380000,17152,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W11 Option AT AWD,Mahindra,2019,1850000,5000,Diesel,Individual,Automatic,First Owner
Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,2012,350000,77000,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi,Hyundai,2008,195000,90000,Diesel,Individual,Manual,Second Owner
Chevrolet Beat LS,Chevrolet,2011,225000,80000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,2015,1125000,65000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LX,Tata,2011,133000,80000,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,Hyundai,2013,200000,24005,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus,Maruti,2018,940000,20000,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL,Renault,2014,400000,120000,Diesel,Individual,Manual,First Owner
Hyundai i10 Era 1.1,Hyundai,2009,120000,120000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire ZDI,Maruti,2015,625000,80000,Diesel,Individual,Manual,First Owner
Maruti Swift 1.3 VXi,Maruti,2005,110000,80000,Petrol,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxZ,Renault,2012,490000,100000,Diesel,Individual,Manual,First Owner
Maruti Alto LX,Maruti,2009,140000,120000,Petrol,Individual,Manual,Second Owner
Ford Figo Diesel ZXI,Ford,2011,175000,149000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R LXI BSIII,Maruti,2005,90000,65000,Petrol,Individual,Manual,Second Owner
Maruti Swift Ldi BSIV,Maruti,2009,275000,100000,Diesel,Individual,Manual,Second Owner
Volkswagen Vento Diesel Highline,Volkswagen,2011,300000,65000,Diesel,Individual,Manual,Second Owner
Datsun GO Plus T Option BSIV,Datsun,2018,270000,19000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat LT,Chevrolet,2010,130000,80000,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 VXI Airbag,Maruti,2015,275000,30000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,Maruti,2012,352000,109000,Diesel,Individual,Manual,First Owner
Hyundai EON LPG Magna Plus,Hyundai,2012,180000,90000,LPG,Individual,Manual,First Owner
Maruti Alto LX,Maruti,2012,150000,90000,Petrol,Individual,Manual,First Owner
Volkswagen Vento Diesel Highline,Volkswagen,2011,300000,65000,Diesel,Individual,Manual,Second Owner
Maruti Swift Vdi BSIII,Maruti,2010,300000,110000,Diesel,Individual,Manual,Second Owner
Mahindra Bolero DI DX 7 Seater,Mahindra,2007,225000,120000,Diesel,Individual,Manual,First Owner
Honda Mobilio V i DTEC,Honda,2014,600000,44000,Diesel,Individual,Manual,First Owner
Maruti Ertiga BSIV ZXI,Maruti,2015,500000,80000,Petrol,Individual,Manual,First Owner
Honda BR-V i-VTEC S MT,Honda,2018,900000,5000,Petrol,Individual,Manual,First Owner
Hyundai i20 Magna 1.2,Hyundai,2016,600000,61000,Petrol,Individual,Manual,First Owner
Toyota Etios VD,Toyota,2011,450000,100000,Diesel,Individual,Manual,Second Owner
Hyundai i10 Era 1.1,Hyundai,2009,270000,27633,Petrol,Individual,Manual,First Owner
Maruti Swift Vdi BSIII,Maruti,2010,310000,100000,Diesel,Individual,Manual,Third Owner
Hyundai Santro Xing GLS Audio LPG,Hyundai,2012,250000,100000,LPG,Individual,Manual,First Owner
Ford Figo 1.2P Titanium MT,Ford,2019,700000,12586,Petrol,Dealer,Manual,First Owner
Fiat Avventura Urban Cross 1.3 Multijet Emotion,Fiat,2018,650000,38083,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel ZXI,Ford,2012,400000,55328,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel Titanium,Ford,2012,425000,81632,Diesel,Dealer,Manual,First Owner
Ford Aspire Titanium Diesel BSIV,Ford,2016,600000,155201,Diesel,Dealer,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,2013,600000,93283,Diesel,Dealer,Manual,First Owner
Maruti Swift Ldi BSIII,Maruti,2009,300000,217871,Diesel,Dealer,Manual,First Owner
Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,2012,450000,90165,Diesel,Dealer,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,Ford,2014,750000,101504,Diesel,Dealer,Manual,First Owner
Ford Figo Titanium Diesel BSIV,Ford,2010,325000,86017,Diesel,Dealer,Manual,Second Owner
Mahindra XUV500 W8 2WD,Mahindra,2013,900000,85036,Diesel,Dealer,Manual,Second Owner
